1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Timur,Kel. Dataran Tinggi,20736,20736,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Timur,Kel. Sumber Karya,20737,20737,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Utara,Kel. Jatinegara,20741,20741,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Utara,Kel. Nangka,20742,20742,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Utara,Kel. Pahlawan,20743,20743,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Utara,Kel. Kebun Lada,20744,20744,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Utara,Kel. Damai,20745,20745,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Utara,Kel. Jati Karya,20746,20746,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Utara,Kel. Cengkeh Turi,20747,20747,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Utara,Kel. Jati Makmur,20748,20748,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Utara,Kel. Jati Utomo,20749,20749,20700,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Binjai,Seluruh Kelurahan/Desa,20761,20761,20762,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Selesai,Seluruh Kelurahan/Desa,20762,20762,20762,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Sei Bingei,Seluruh Kelurahan/Desa,20771,20771,20771,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Kuala,Seluruh Kelurahan/Desa,20772,20772,20772,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Salapian,Seluruh Kelurahan/Desa,20773,20773,20773,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Bahorok,Seluruh Kelurahan/Desa,20774,20774,20774,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Kutambaru,Seluruh Kelurahan/Desa,20773,20775,20773,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Sirapit,Seluruh Kelurahan/Desa,20772,20776,20773,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Stabat,Kel. Paya Mabar,20851,20811,20800,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Stabat,Kel. Stabat Baru,20811,20811,20800,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Stabat,Ds. Pantai Gemi,20812,20812,20800,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Stabat,Kel. Sidomulyo,20813,20813,20800,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Stabat,Ds. Banyumas,20851,20814,20800,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Stabat,Kel. Kwala Bingai,20814,20814,20800,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Stabat,Kel. Perdamaian,20815,20815,20800,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Stabat,Kel. Sei Dendang,20851,20816,20800,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Stabat,Ds. Kwala Begumit,20851,20817,20800,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Stabat,Ds. Ara Condong,20851,20818,20800,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Stabat,Ds. Karang Rejo,20851,20819,20800,
